ano,mes,id,nome,desc,categoria,valor,pdf_url
2018,11,9,Eduardo Canuto,Serviços contábeis,Consultoria,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17786315281549551452___EDUARDO_CANUTO_NOVEMBRO_2018.pdf
2018,11,9,Eduardo Canuto,Serviços de marketing,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17786315281549551452___EDUARDO_CANUTO_NOVEMBRO_2018.pdf
2018,11,9,Eduardo Canuto,Material de Expediente,Escritório,60,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17786315281549551452___EDUARDO_CANUTO_NOVEMBRO_2018.pdf
2018,11,9,Eduardo Canuto,"IPTU, água, energia elétrica e taxas diversas",Eventos,654.84,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17786315281549551452___EDUARDO_CANUTO_NOVEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,"Edição de jornais, livros, revistas e impressos",Divulgação,4205,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Assinatura de TV e Acesso a Internet,Telefonia,204.86,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Serviços de telefonia fixa ou móvel,Telefonia,367.7,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Filmagens e Fotografias,Divulgação,1500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Alimentação do parlamentar e assessores,Alimentação,1547.26,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Serviços de marketing,Divulgação,1700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Material de Expediente,Escritório,60,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,Limpeza e manutenção de gabinete parlamentar,Escritório,368.95,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,12,9,Eduardo Canuto,"IPTU, água, energia elétrica e taxas diversas",Eventos,740.9,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9328225851549625643___EDUARDO_CANUTO_DEZEMBRO_2018.pdf
2018,1,6,Francisco Filho (Chico Filho),Veiculação de propaganda e publicidade,Divulgação,3050,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/21060369881544309486___JANEIRO.pdf
2018,1,6,Francisco Filho (Chico Filho),Serviço de telefonia fixa ou móvel,Telefonia,552.63,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/21060369881544309486___JANEIRO.pdf
2018,1,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,2084.67,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/21060369881544309486___JANEIRO.pdf
2018,1,6,Francisco Filho (Chico Filho),Serviços Jurídicos ,Consultoria,2862,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/21060369881544309486___JANEIRO.pdf
2018,1,6,Francisco Filho (Chico Filho),Serviços de assessoria de comunicação,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/21060369881544309486___JANEIRO.pdf
2018,1,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/21060369881544309486___JANEIRO.pdf
2018,2,6,Francisco Filho (Chico Filho),Veiculação de propaganda e publicidade,Divulgação,3050,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/13501391741544309405___FEVEREIRO.pdf
2018,2,6,Francisco Filho (Chico Filho),Serviços Jurídicos ,Consultoria,2862,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/13501391741544309405___FEVEREIRO.pdf
2018,2,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/13501391741544309405___FEVEREIRO.pdf
2018,2,6,Francisco Filho (Chico Filho),Serviço de telefonia fixa ou móvel,Telefonia,530.67,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/13501391741544309405___FEVEREIRO.pdf
2018,2,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/13501391741544309405___FEVEREIRO.pdf
2018,2,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,1905.27,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/13501391741544309405___FEVEREIRO.pdf
2018,3,6,Francisco Filho (Chico Filho),Serviço de telefonia fixa ou móvel,Telefonia,537.49,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3510419181544309837___MARCO.pdf
2018,3,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,2259.26,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3510419181544309837___MARCO.pdf
2018,3,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,2005.33,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3510419181544309837___MARCO.pdf
2018,3,6,Francisco Filho (Chico Filho),Outras despesas não especificadas anteriormente,Outras,1507.53,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3510419181544309837___MARCO.pdf
2018,3,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,1900,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3510419181544309837___MARCO.pdf
2018,3,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,2500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/3510419181544309837___MARCO.pdf
2018,4,6,Francisco Filho (Chico Filho),Veiculação de propaganda e publicidade,Divulgação,187.93,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,4,6,Francisco Filho (Chico Filho),Serviço de telefonia fixa ou móvel,Telefonia,541.92,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,4,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,3006.32,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,4,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,4,6,Francisco Filho (Chico Filho),Doação de trajes esportivos,Outras,99.99,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,4,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,4908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,4,6,Francisco Filho (Chico Filho),Serviços de motorista auxiliar,Locomoção,1500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4616017611544309275___ABRIL.pdf
2018,5,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,571.91,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,5,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,889.12,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,5,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,5,6,Francisco Filho (Chico Filho),Serviços Jurídicos,Consultoria,4500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,5,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,5,6,Francisco Filho (Chico Filho),Doação de protudos para eventos,Eventos,538.8,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,5,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,2400,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/20168722311544309773___MAIO.pdf
2018,6,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,1070,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18466544441544309709___JUNHO.pdf
2018,6,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,4908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18466544441544309709___JUNHO.pdf
2018,6,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18466544441544309709___JUNHO.pdf
2018,6,6,Francisco Filho (Chico Filho),Serviço de motorista auxiliar,Locomoção,1500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18466544441544309709___JUNHO.pdf
2018,6,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,2000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18466544441544309709___JUNHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,550.23,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,375.19,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Manutenção de ar condicionado,Escritório,200,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Locação de sala comercial para reunião,Eventos,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Material de Expediente,Escritório,59.7,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,1900,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Serviço de assessoria de comunicação,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,7,6,Francisco Filho (Chico Filho),Locação de mesa e cadeira para realização de eventos,Eventos,300,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/12271424231544309649___JULHO.pdf
2018,8,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,604.27,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,8,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,155,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,8,6,Francisco Filho (Chico Filho),Serviços contábeis,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,8,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,8,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,8,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,2200,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,8,6,Francisco Filho (Chico Filho),Locação de mesas e cadeiras,Eventos,1300,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/17209685221544309342___AGOSTO.pdf
2018,9,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,574.75,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4409775781544309964___SETEMBRO.pdf
2018,9,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,1200.14,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4409775781544309964___SETEMBRO.pdf
2018,9,6,Francisco Filho (Chico Filho),Serviços jurídicos,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4409775781544309964___SETEMBRO.pdf
2018,9,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4409775781544309964___SETEMBRO.pdf
2018,9,6,Francisco Filho (Chico Filho),Locação de mesas e cadeiras,Eventos,2330,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4409775781544309964___SETEMBRO.pdf
2018,9,6,Francisco Filho (Chico Filho),Serviços de assessoria de comunicação,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/4409775781544309964___SETEMBRO.pdf
2018,10,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,593.65,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,10,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,675.47,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,10,6,Francisco Filho (Chico Filho),Serviços contábeis,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,10,6,Francisco Filho (Chico Filho),Serviços de marketing,Divulgação,3000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,10,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,10,6,Francisco Filho (Chico Filho),Serviços de assessoria de comunicação,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,10,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,2400,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/7305244371549548392___FRANCISCO_HOLANDA_OUTUBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,543.66,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/917112161549552451___FRANCISCO_FILHO_NOVEMBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Filmagens e Fotografias,Divulgação,1500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/917112161549552451___FRANCISCO_FILHO_NOVEMBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,581.44,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/917112161549552451___FRANCISCO_FILHO_NOVEMBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Locação de mesas e cadeiras,Eventos,2200,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/917112161549552451___FRANCISCO_FILHO_NOVEMBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Serviços de assessoria de comunicação,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/917112161549552451___FRANCISCO_FILHO_NOVEMBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Locação de veículo para participação em evento,Locomoção,2700,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/917112161549552451___FRANCISCO_FILHO_NOVEMBRO_2018.pdf
2018,11,6,Francisco Filho (Chico Filho),Locação de sala para realização de evento,Eventos,1100,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),"Edição de jornais, livros, revistas e impressos",Divulgação,3500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),Serviços de telefonia fixa ou móvel,Telefonia,543.66,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),Alimentação do parlamentar e assessores,Alimentação,973.2,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),Manutenção de computadores e impressoras,Escritório,1000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),Locação de mesas e cadeiras,Eventos,1600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),Serviços de assessoria de comunicação,Divulgação,1908,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,12,6,Francisco Filho (Chico Filho),Locação de sala para realização de evento,Eventos,1500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15020142981549625782___FRANCISCO_HOLANDA_FILHO_DEZEMBRO_2018.pdf
2018,1,11,Francisco Sales,Veiculação de propaganda e publicidade,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,"Edição de jornais, livros, revistas e impressos",Divulgação,1620,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Assinatura de TV e Acesso a Internet,Telefonia,189.88,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Serviços de telefonia fixa ou móvel,Telefonia,66.74,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Filmagens e Fotografias ,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Alimentação do parlamentar e assessores,Alimentação,1943.02,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Serviços contábeis,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Materias de Expediente e Consumo ,Escritório,107.21,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,1,11,Francisco Sales,Outras despesas não especificadas anteriormente,Outras,736,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/1595068901544312499___JANEIRO.pdf
2018,2,11,Francisco Sales,"Edição de jornais, livros, revistas e impressos",Divulgação,2500,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,Assinatura de TV e Acesso a Internet,Telefonia,193.71,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,Fotocópias e digitalização de impressos,Escritório,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,Serviços de telefonia fixa ou móvel,Telefonia,54.99,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,Filmagens e Fotografias ,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,Alimentação do parlamentar e assessores,Alimentação,1625.6,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,Serviços de jornalista,Divulgação,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,2,11,Francisco Sales,"Locações de imóveis para ações parlamentares, IPTU, água e luz",Eventos,777.39,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/227843211544312437___FEVEREIRO.pdf
2018,3,11,Francisco Sales,Veiculação de propaganda e publicidade,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,3,11,Francisco Sales,"Edição de jornais, livros, revistas e impressos",Divulgação,4210,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,3,11,Francisco Sales,Assinatura de TV e acessa a Internet,Telefonia,193.77,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,3,11,Francisco Sales,Serviços de telefonia fixa ou móvel,Telefonia,148.79,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,3,11,Francisco Sales,Filmagens e Fotografias,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,3,11,Francisco Sales,Alimentação do parlamentar e assessores,Alimentação,3259.77,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,3,11,Francisco Sales,Materiais de expediente e consumo,Escritório,1481.67,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/14033938041544312728___MARCO.pdf
2018,4,11,Francisco Sales,Veiculação de propaganda e publicidade,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Assinatura de TV e acesso a internet,Telefonia,193.73,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Locação de móveis e equipamentos,Escritório,1370,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Serviços de telefonia fixa ou móvel,Telefonia,76.82,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Filmagens e Fotografias ,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Alimentação do parlamentar e assessores,Alimentação,3076.3,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Serviços jurídicos,Consultoria,4000,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,4,11,Francisco Sales,Outras despesas não especificadas anteriormente,Outras,850,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/9831793461544312380___ABRIL.pdf
2018,5,11,Francisco Sales,Serviços de telefonia fixa ou móvel,Telefonia,56.48,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11835817971544312688___MAIO.pdf
2018,5,11,Francisco Sales,Filmagens e Fotografias,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11835817971544312688___MAIO.pdf
2018,5,11,Francisco Sales,Alimentação do parlamentar e assessores,Alimentação,3221.81,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11835817971544312688___MAIO.pdf
2018,5,11,Francisco Sales,Outras despesas não especificadas anteriormente,Outras,450,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/11835817971544312688___MAIO.pdf
2018,6,11,Francisco Sales,"Edição de jornais, livros, revistas e impressos",Divulgação,542,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,"Produção de áudio e vídeo para rádio, jornal, TV e portais de internet",Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,Assinatura de TV e acesso a internet,Telefonia,195.73,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,Serviços de telefonia fixa ou móvel,Telefonia,54.99,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,Filmagens e Fotografias,Divulgação,600,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,Alimentação do parlamentar e assessores,Alimentação,1830.5,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,"Locação de imóveis para ações parlamentares, IPTU, água e luz",Eventos,82.59,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,6,11,Francisco Sales,Outras despesas não especificadas anteriormente,Outras,750,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/15994085581544312645___JUNHO.pdf
2018,7,11,Francisco Sales,Assinatura de TV e acesso a internet,Telefonia,220.57,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18441802831544312546___JULHO.pdf
2018,7,11,Francisco Sales,Locação de móveis e equipamentos,Escritório,4800,https://www.camarademaceio.al.gov.br/transparencia/portal/documentos/viap/18441802831544312546___JULHO.pdf
